Wavelength(nm),Baseline,Boro125,Boro25,Boro5,Malico125,Malico25,Malico5,Tarta125,Tarta25,Tarta5
572,0.103574713,0.638326137,0.719294327,0.304719773,0.455352313,0.927463303,0.979692021,0.676647262,0.723549086,1.396788716
572.5,0.103525862,0.637977455,0.718616146,0.304738209,0.452236109,0.920367261,0.980670042,0.671234787,0.715269053,1.383829278
573,0.103504863,0.637580326,0.717914788,0.304773861,0.449051316,0.91324288,0.981401768,0.665703688,0.707002053,1.370945884
573.5,0.103469358,0.6372437,0.717136003,0.304803381,0.445848042,0.906297958,0.982264042,0.660226765,0.698709381,1.357601808
574,0.103434235,0.63692678,0.716328907,0.304837587,0.442648719,0.899369495,0.983110437,0.654731099,0.690436747,1.344010724
574.5,0.10340897,0.636582088,0.715545716,0.304884391,0.439475166,0.892325847,0.983854477,0.649200432,0.682239844,1.330462261
575,0.103375272,0.636185206,0.714818846,0.304936644,0.436357475,0.885202943,0.98468723,0.643818206,0.674182565,1.317218939
575.5,0.103347377,0.635839244,0.714044436,0.304896124,0.433150133,0.878395091,0.985537338,0.638428159,0.666175216,1.304190444
576,0.103309668,0.635551647,0.713309309,0.304899251,0.429951898,0.871434122,0.986247266,0.632994257,0.658101755,1.290762595
576.5,0.103286279,0.63523044,0.712561325,0.304899526,0.426763998,0.864451788,0.986900894,0.627584559,0.650054015,1.277386797
577,0.103277082,0.634845232,0.711770609,0.304877207,0.423593847,0.857570572,0.987589425,0.622243536,0.64213466,1.264330721
577.5,0.103232164,0.634489937,0.710965562,0.304887343,0.42047606,0.850816004,0.988383718,0.616962104,0.634446926,1.251388457
578,0.103217266,0.63415681,0.710187386,0.304879011,0.41739026,0.844238016,0.989187673,0.611711858,0.626690512,1.238671739
578.5,0.103181013,0.633748648,0.709485757,0.304856992,0.414292086,0.837675638,0.989812434,0.606522096,0.619060557,1.225856212
579,0.103130689,0.633402175,0.708755749,0.304843353,0.411216469,0.831114424,0.99043167,0.60137752,0.611473539,1.213001375
579.5,0.103084575,0.633130193,0.707969967,0.304843811,0.408180022,0.824586964,0.991114468,0.596258732,0.603955854,1.200255885
580,0.10307269,0.632753467,0.707221603,0.3048398,0.405168707,0.818184264,0.991755921,0.59114459,0.596713481,1.187872532
580.5,0.103027148,0.63243074,0.706551543,0.304886097,0.402176335,0.811780057,0.992388596,0.586066403,0.589352589,1.175089471
581,0.102993419,0.632108351,0.705823555,0.304911607,0.399070498,0.805340053,0.992962,0.580916441,0.582035195,1.162318045
581.5,0.10296837,0.63176286,0.705058413,0.304877021,0.395933872,0.798977244,0.993565413,0.575802967,0.574706578,1.149670756
582,0.102946996,0.631413806,0.704296231,0.30480721,0.392859798,0.792736743,0.994227176,0.570780487,0.567436197,1.13725382
582.5,0.102923706,0.631127179,0.703593286,0.304796434,0.389945725,0.786584474,0.994903929,0.56583746,0.560436374,1.125174376
583,0.102879466,0.630684379,0.702862204,0.304722619,0.387036728,0.780527794,0.995351003,0.560991234,0.553448429,1.112959848
583.5,0.102857978,0.630378853,0.702072596,0.304680718,0.384082589,0.774508763,0.99578084,0.556133424,0.546527178,1.100991119
584,0.102834381,0.630060512,0.701300229,0.304646552,0.381170908,0.768537025,0.996308932,0.551279512,0.539702177,1.089090556
584.5,0.102805546,0.629693133,0.700564616,0.304609779,0.378319907,0.762657106,0.996894899,0.546460251,0.532995935,1.077298397
585,0.102786077,0.629342942,0.699838646,0.304574366,0.375486722,0.756933612,0.997365076,0.541720345,0.526420423,1.06583735
585.5,0.102706267,0.629045842,0.699308996,0.304624729,0.372729848,0.751025776,0.997822214,0.537175754,0.519900589,1.054494033
586,0.102686442,0.628723176,0.698539489,0.304530224,0.36992987,0.745338394,0.998218082,0.532545528,0.513385178,1.043299516
586.5,0.102675804,0.628368779,0.697786994,0.304434575,0.367134394,0.739691441,0.998626154,0.527936795,0.50696166,1.032128623
587,0.102650527,0.628033862,0.697110554,0.304390426,0.364378133,0.734103244,0.999077806,0.523399654,0.500679463,1.02100707
587.5,0.102606084,0.627797602,0.696436052,0.304383081,0.361685497,0.728711641,0.999563454,0.518942474,0.494549294,1.010074823
588,0.102550899,0.627482727,0.695794915,0.304319904,0.359059788,0.723296447,0.999840301,0.514547389,0.488378766,0.99968286
588.5,0.102536015,0.627153047,0.695044237,0.304269098,0.356335436,0.717960491,1.000138709,0.510077366,0.482366205,0.988989877
589,0.102510415,0.626836823,0.694342138,0.304266529,0.353670732,0.712690255,1.000477848,0.505651578,0.476477292,0.978341158
589.5,0.102467834,0.626539851,0.693702018,0.304298347,0.35108912,0.707523801,1.000828203,0.501303342,0.470713462,0.967907059
590,0.102426224,0.626254412,0.69306241,0.304317238,0.348540516,0.702510826,1.00113931,0.497017377,0.465086313,0.957753398
590.5,0.102396037,0.625964886,0.692438221,0.304214918,0.346009724,0.697545136,1.00144664,0.492787451,0.459569607,0.947896521
591,0.102362678,0.625682509,0.691789015,0.304159672,0.343402679,0.692629296,1.001770343,0.488609502,0.454045847,0.937964688
591.5,0.102334802,0.625345841,0.691153424,0.304101434,0.340865058,0.687758269,1.00202741,0.484433139,0.448676678,0.928071412
592,0.102307102,0.625029771,0.690551024,0.304029398,0.338398896,0.682945369,1.002212649,0.480278688,0.443387493,0.918268537
592.5,0.102269791,0.624827889,0.689978089,0.303955005,0.335944979,0.678219575,1.00236464,0.476189984,0.438040592,0.908596101
593,0.102227223,0.624476942,0.68930562,0.303938079,0.33347215,0.673708722,1.002583929,0.47216192,0.432887682,0.899249686
593.5,0.102220275,0.624128866,0.688633244,0.303908143,0.330919089,0.669142838,1.002831923,0.467986047,0.4277424,0.889721377
594,0.10218819,0.623844414,0.68799032,0.30390547,0.328466577,0.664582217,1.002993542,0.463921481,0.422674388,0.880315685
594.5,0.102143909,0.62356038,0.687389205,0.303894714,0.32609466,0.660089226,1.003136965,0.45994854,0.417683937,0.871114963
595,0.102115362,0.623206014,0.686831363,0.303835916,0.323724003,0.655718775,1.00335171,0.455984159,0.41275556,0.862110644
595.5,0.102065956,0.622934767,0.686296227,0.303822194,0.321343709,0.651487822,1.003460502,0.452157725,0.407946237,0.853230607
596,0.10205067,0.622614424,0.685639163,0.303749293,0.318978028,0.647388615,1.003640173,0.448262789,0.403317192,0.844478597
596.5,0.102030813,0.622323899,0.685062688,0.303692805,0.316711125,0.643316918,1.003783404,0.444479918,0.398775068,0.835911613
597,0.102002086,0.622055668,0.684510399,0.303656557,0.314527738,0.639350187,1.003860136,0.440822816,0.394344198,0.827608371
597.5,0.10196809,0.621783625,0.683895345,0.303628905,0.312391238,0.635561169,1.003878983,0.437247577,0.390061442,0.819599041
598,0.10192699,0.621502386,0.683305406,0.303615465,0.310310315,0.631810898,1.003926003,0.433669558,0.385922192,0.811735169
598.5,0.10189463,0.621278956,0.682831847,0.303608874,0.308208374,0.628148832,1.003988981,0.430177513,0.381822573,0.803851533
599,0.101860033,0.62101966,0.682293307,0.303589252,0.306114717,0.624521667,1.00403545,0.426765514,0.377788796,0.796183365
599.5,0.101837255,0.620746398,0.681722862,0.303542436,0.304043606,0.62095247,1.00406674,0.423405176,0.373866619,0.788707714
600,0.101828126,0.620492738,0.681184588,0.303475153,0.302010846,0.617456339,1.004091366,0.420081258,0.370062982,0.781354637
600.5,0.10177277,0.620252449,0.680703053,0.303463832,0.300054529,0.61397703,1.004118051,0.416855476,0.366248181,0.774099517
601,0.101781512,0.619958794,0.680129783,0.30341615,0.298097,0.61058968,1.004036172,0.413492616,0.362458704,0.767076205
601.5,0.101766293,0.619707999,0.6795847,0.303378659,0.296191386,0.607244851,1.004007298,0.410301007,0.358745343,0.760145351
602,0.101727592,0.619466996,0.679072351,0.303393265,0.29434499,0.603983994,1.004002208,0.407232971,0.355211431,0.753430828
602.5,0.10168887,0.619205413,0.678579439,0.303441268,0.292532307,0.600821666,1.003969347,0.404196679,0.35184716,0.746986043
603,0.101701537,0.618953661,0.678093772,0.303337039,0.290660092,0.597673745,1.00387105,0.40113498,0.348324127,0.740596119
603.5,0.101632855,0.618720556,0.677661706,0.303321934,0.28892636,0.59466034,1.003793896,0.398251316,0.344984234,0.734338294
604,0.101606974,0.6184616,0.677203249,0.303312454,0.287187679,0.591707314,1.003725137,0.395314199,0.341744867,0.728182164
604.5,0.101598716,0.618226223,0.67674089,0.303280507,0.285472769,0.588828629,1.00369327,0.392439057,0.338585364,0.722162763
605,0.101579313,0.618040046,0.676302851,0.303228595,0.28379729,0.586033139,1.003684178,0.389685962,0.335502341,0.716300908
605.5,0.101546905,0.61785783,0.675907842,0.303212826,0.28211177,0.583308168,1.003581931,0.38692161,0.332527548,0.710589429
606,0.101516698,0.617628653,0.675433349,0.303217188,0.280476557,0.580529647,1.003362869,0.384182343,0.32956866,0.704860023
606.5,0.101491414,0.617409087,0.674963606,0.303195841,0.278829814,0.577803627,1.003219457,0.381394289,0.326654181,0.699040691
607,0.101474057,0.617177268,0.674496535,0.303157358,0.277202652,0.575112232,1.003116566,0.378604231,0.323755103,0.693315709
607.5,0.101463808,0.616920853,0.674019861,0.303113093,0.275596577,0.572450238,1.003021186,0.375845302,0.320870487,0.68774999
608,0.101453596,0.61665231,0.673513545,0.303072082,0.273951194,0.569851795,1.002932799,0.373113632,0.318056569,0.682177761
608.5,0.101425132,0.616437579,0.673076674,0.303025372,0.272273673,0.567170076,1.002682769,0.37035633,0.315217549,0.676624396
609,0.101418867,0.61615833,0.67266794,0.302995556,0.270643815,0.564500589,1.002546563,0.36756164,0.312395869,0.671077218
609.5,0.101384421,0.615926988,0.672249649,0.303009075,0.269051984,0.561895174,1.002435625,0.364826951,0.309620145,0.665616184
610,0.101331547,0.615755345,0.671806287,0.303037928,0.267447226,0.559338879,1.002291345,0.362148874,0.306887233,0.660234622
610.5,0.101355037,0.615508526,0.671351767,0.302982095,0.265729211,0.556731396,1.002116446,0.359384281,0.304153588,0.654807097
611,0.101338781,0.615217934,0.670904985,0.30296368,0.264123136,0.554150985,1.00180788,0.356669267,0.301491258,0.649417081
611.5,0.101316131,0.614975288,0.670479624,0.302930997,0.262533651,0.551640892,1.001630568,0.35399224,0.298888994,0.64416437
612,0.101301843,0.614729231,0.670040489,0.302873013,0.260949417,0.549137542,1.001446578,0.351331275,0.296311042,0.639033095
612.5,0.10129558,0.614470474,0.669584922,0.302805436,0.259386701,0.546633814,1.001205872,0.348693773,0.293755342,0.63398423
613,0.101281481,0.614236236,0.669145195,0.302770777,0.257888,0.544184688,1.000959556,0.34611758,0.291255407,0.628957077
613.5,0.101265314,0.613936143,0.668677557,0.302737333,0.256333249,0.541904067,1.000708916,0.343565401,0.288776864,0.623938905
614,0.101232436,0.613742504,0.668338086,0.30269862,0.25483118,0.539427383,1.000531771,0.340957143,0.286263459,0.619040962
614.5,0.101217954,0.613530196,0.667913989,0.302667578,0.253320715,0.536960921,1.000263754,0.33836899,0.28378603,0.614166943
615,0.101219997,0.613269584,0.667414906,0.302647887,0.25179006,0.534578475,0.999909364,0.335834334,0.28136409,0.609314843
615.5,0.101205986,0.613013467,0.667028315,0.302635243,0.250269863,0.532240445,0.999612754,0.333347122,0.278972185,0.604561392
616,0.101165537,0.612850931,0.666566464,0.302623616,0.248808549,0.529909419,0.999391683,0.330811142,0.276548795,0.59994974
616.5,0.101158083,0.612571298,0.66610974,0.302598358,0.247346141,0.527614644,0.999158018,0.328312101,0.274285135,0.595317527
617,0.101155027,0.612298955,0.665713696,0.302564835,0.245878765,0.525336285,0.998869606,0.325862344,0.272029571,0.590782687
617.5,0.101146471,0.61205601,0.665355303,0.302519722,0.244425789,0.523094655,0.998549274,0.32343724,0.269776311,0.586362351
618,0.1011341,0.611799283,0.664960649,0.302457932,0.243016867,0.520927089,0.99825895,0.320990644,0.267602178,0.58200476
618.5,0.101110342,0.611516697,0.664499797,0.30243866,0.24159464,0.518723208,0.997965747,0.318555633,0.265367624,0.577678746
619,0.101103054,0.61127421,0.66410375,0.302393141,0.240183844,0.516528342,0.997732737,0.316122453,0.263216424,0.573388023
619.5,0.101103164,0.611020635,0.663676169,0.302317636,0.238780397,0.514424584,0.997347558,0.313726659,0.261083011,0.569129277
620,0.101114236,0.610736663,0.663220765,0.302218658,0.237368995,0.512346115,0.996918961,0.311348764,0.258961394,0.564892429
620.5,0.101138967,0.61043246,0.662784228,0.302116337,0.235933892,0.510177181,0.99667863,0.308950981,0.256877464,0.560666942
621,0.10109938,0.610267214,0.662309305,0.302114962,0.234522728,0.508131737,0.996332415,0.30662383,0.254886665,0.556492267
621.5,0.101060978,0.610017647,0.661943174,0.30212137,0.233154003,0.506040208,0.996019153,0.304266732,0.252819699,0.55241372
622,0.101062825,0.609717138,0.661510792,0.30209718,0.23180829,0.504035141,0.995600538,0.301914958,0.250819459,0.548377179
622.5,0.101077437,0.609449471,0.661045427,0.302033477,0.23047959,0.50206966,0.995166296,0.299605938,0.248858382,0.544415169
623,0.101060646,0.60928008,0.660645127,0.301940076,0.229159326,0.500050201,0.994861298,0.297363026,0.246864364,0.54056939
623.5,0.101057934,0.608957451,0.660245771,0.301868372,0.22778348,0.49810823,0.99452161,0.295099884,0.244975123,0.536707726
624,0.101066096,0.608706023,0.659841581,0.3017953,0.22649809,0.496254495,0.994173021,0.292852311,0.243124256,0.532912382
624.5,0.101066859,0.608440083,0.659419746,0.301733917,0.225197979,0.494366955,0.993823487,0.290624483,0.241280558,0.529173795
625,0.10105543,0.608169882,0.659003082,0.30168838,0.223896199,0.49249629,0.993427923,0.288423343,0.239446648,0.525485771
625.5,0.101036574,0.607926192,0.658612779,0.301654149,0.222623155,0.490708887,0.992959264,0.286238909,0.237622022,0.521837601
626,0.101044266,0.607685272,0.658193166,0.301595969,0.221295278,0.488848651,0.992585758,0.28396305,0.235728759,0.518207026
626.5,0.101044799,0.60739686,0.657723449,0.301563987,0.219947608,0.487043706,0.992167735,0.281772235,0.233959141,0.514538033
627,0.101033995,0.607118273,0.657325082,0.30151189,0.218654388,0.485250158,0.99185252,0.279589701,0.232205406,0.510995903
627.5,0.101023597,0.606844265,0.656899869,0.301420641,0.21741134,0.48346278,0.99150734,0.277426438,0.230465834,0.507538487
628,0.101025733,0.606559872,0.656373998,0.3013056,0.216190293,0.481698273,0.991010872,0.27530393,0.228757111,0.504087373
628.5,0.101037125,0.606273453,0.656019131,0.301303496,0.214949671,0.480036194,0.990591453,0.273203248,0.227071643,0.500641958
629,0.101020113,0.606003332,0.655584274,0.301246163,0.21371618,0.478364715,0.990175441,0.27115551,0.225414551,0.497353095
629.5,0.101022327,0.605722461,0.655182191,0.301198382,0.212497441,0.476769326,0.989728088,0.269146992,0.223784132,0.494139127
630,0.101027178,0.605455218,0.654780787,0.301129849,0.211331292,0.475179315,0.989340547,0.26717241,0.22220628,0.490993027
630.5,0.101020347,0.605205682,0.654349826,0.301009744,0.21022734,0.473553637,0.989045303,0.265224855,0.220682183,0.487915527
631,0.101035731,0.604876246,0.653954862,0.300857722,0.209088575,0.472055137,0.988601656,0.2632947,0.219120281,0.484906353
631.5,0.101004841,0.604682485,0.653589603,0.300842274,0.208015547,0.470575809,0.988348062,0.261458366,0.217685501,0.481994934
632,0.100980862,0.604488488,0.653205559,0.300777652,0.20697018,0.469206712,0.987985006,0.259671568,0.216225392,0.479157808
632.5,0.10098318,0.604251883,0.652826592,0.300673197,0.205910927,0.46786907,0.987555467,0.257874866,0.214768799,0.476379998
633,0.101006028,0.603974475,0.652473861,0.30057438,0.204821092,0.466494169,0.987111424,0.256040392,0.213351087,0.473641826
633.5,0.10099043,0.603739207,0.652137686,0.300553347,0.203749784,0.465100799,0.986601153,0.254228334,0.211963884,0.470914975
634,0.101009755,0.603430929,0.651674437,0.300447169,0.202666871,0.463770878,0.986301821,0.252466781,0.210569911,0.468195072
634.5,0.101022144,0.603152398,0.651298309,0.300357982,0.201627491,0.462458141,0.985959961,0.250693077,0.209219876,0.465532905
635,0.101012746,0.602918653,0.650988669,0.300300464,0.200632783,0.461178863,0.985554091,0.248959317,0.207909097,0.462924594
635.5,0.100986995,0.602693259,0.650680038,0.300262186,0.199659549,0.459933835,0.985104591,0.247282525,0.206618905,0.460370781
636,0.100985785,0.602350349,0.650260813,0.300193296,0.198647336,0.458683139,0.984668854,0.245589332,0.205315341,0.457899524
636.5,0.10098439,0.602176428,0.64982883,0.30010235,0.197684083,0.457531877,0.984383364,0.243900202,0.204034646,0.455429426
637,0.100985548,0.601924641,0.649491867,0.300008201,0.196720861,0.456425013,0.984093958,0.242308442,0.202856197,0.453026534
637.5,0.101001919,0.60163519,0.649129524,0.299873131,0.195733594,0.455316412,0.983683297,0.240718318,0.201686576,0.45066212
638,0.101025068,0.601358527,0.64871023,0.299716173,0.194742367,0.454177765,0.983188354,0.239103582,0.200491828,0.448317745
638.5,0.101011674,0.601133301,0.648366982,0.299653047,0.193836251,0.453007475,0.98288864,0.237568864,0.199350969,0.446002417
639,0.100980085,0.600940519,0.64804554,0.299608503,0.192972111,0.4518928,0.982467161,0.236043353,0.19817963,0.443746911
639.5,0.100965119,0.600715795,0.647705347,0.299522672,0.192068675,0.450813168,0.982186835,0.234495666,0.197077444,0.441532981
640,0.100948031,0.600433025,0.647375988,0.299484731,0.191168595,0.449763614,0.981842468,0.232974055,0.195957541,0.439334946
640.5,0.100933504,0.600129392,0.647062429,0.299477339,0.190268728,0.448723792,0.981386464,0.231463806,0.19480639,0.437119449
641,0.100956889,0.599915639,0.646736283,0.299347606,0.18930482,0.447655027,0.980986477,0.229870689,0.193708806,0.434845922
641.5,0.100969058,0.599668337,0.646298916,0.29926346,0.188380088,0.446548166,0.98060744,0.228295771,0.192558292,0.432539218
642,0.100979965,0.599377039,0.645933351,0.299172028,0.187451483,0.445546231,0.980213315,0.22675711,0.191464769,0.43034371
642.5,0.100980081,0.599090614,0.645561068,0.299085544,0.186524005,0.444575971,0.979849067,0.225238703,0.190411569,0.428195524
643,0.100979883,0.598817031,0.645153801,0.298993429,0.185589381,0.443582808,0.97949801,0.22370199,0.189362666,0.426036714
643.5,0.101003523,0.598530832,0.644730104,0.298870656,0.184631584,0.442536748,0.979096,0.222098407,0.188268973,0.423823177
644,0.100992269,0.598265904,0.644360925,0.298822935,0.183725893,0.441559799,0.978708422,0.220583207,0.187121969,0.421663514
644.5,0.100991663,0.598038443,0.644028024,0.298737868,0.1828385,0.440561512,0.978371374,0.219109127,0.186057894,0.419566183
645,0.100992082,0.597782365,0.643653211,0.298647204,0.181936864,0.439617874,0.977964042,0.217636255,0.185055968,0.41749235
645.5,0.100991439,0.597497076,0.643262623,0.298561859,0.181031756,0.438710981,0.97753436,0.216175122,0.18405605,0.415432163
646,0.100991017,0.597223351,0.642926564,0.298480925,0.180156551,0.437780801,0.977200416,0.214757761,0.182985811,0.413393041
646.5,0.100981456,0.597041775,0.642525714,0.298402811,0.179319361,0.436920118,0.976758521,0.213337108,0.18190672,0.411403648
647,0.100976025,0.596729263,0.642161984,0.298336284,0.178436546,0.436017135,0.97641239,0.211928845,0.180889947,0.409400657
647.5,0.100995273,0.596426425,0.641752994,0.298233139,0.177529606,0.435129176,0.976011511,0.210470448,0.179860828,0.407399526
648,0.100998681,0.596168027,0.641379889,0.298143993,0.176650035,0.434279955,0.975618059,0.209030363,0.178836855,0.40541566
648.5,0.100946257,0.59593459,0.641120341,0.298127323,0.175835923,0.433472228,0.975332281,0.207684805,0.177850437,0.403463606
649,0.10095784,0.595617698,0.640612388,0.298040384,0.174959465,0.432662387,0.97496476,0.206224982,0.176800185,0.401556178
649.5,0.100942064,0.595342092,0.640276136,0.297952466,0.17411957,0.431856028,0.97461248,0.204865079,0.175770484,0.399660506
650,0.100949332,0.59505962,0.639897604,0.297850574,0.173257057,0.431107337,0.974231046,0.203466198,0.174775554,0.3977469
650.5,0.100958386,0.59477296,0.639492946,0.297748675,0.172392635,0.430387969,0.973796265,0.202066392,0.17376075,0.395830003
651,0.100946218,0.594490385,0.639112558,0.297658052,0.171548804,0.429668687,0.973324882,0.200715529,0.172697148,0.393931028
651.5,0.100958236,0.594189737,0.638705708,0.297549861,0.170671148,0.429012346,0.972974193,0.199328329,0.171734324,0.392052071
652,0.100921439,0.593924879,0.638376997,0.297536658,0.169836159,0.428344972,0.972684732,0.197974817,0.170751058,0.390208208
652.5,0.100883817,0.593668535,0.638003158,0.297496272,0.16902543,0.427690422,0.972296584,0.196606333,0.1697802,0.388383731
653,0.100853763,0.593396038,0.637551681,0.297429209,0.168197212,0.427027493,0.971878736,0.195231215,0.168801793,0.386552659
653.5,0.100820788,0.593093219,0.637064438,0.29735235,0.16733395,0.426348018,0.971504039,0.193862908,0.167801311,0.384696367
654,0.100739122,0.592770645,0.636743019,0.297271824,0.166492219,0.425698214,0.971156433,0.192504161,0.166800328,0.38281901
654.5,0.100722204,0.592454076,0.636344667,0.297105185,0.165646892,0.425058773,0.970775023,0.191146093,0.165817356,0.381019468
655,0.100967443,0.592199818,0.635965533,0.297046425,0.164868008,0.424406869,0.970429713,0.189875647,0.164895916,0.379251056
655.5,0.101389497,0.591931958,0.635597586,0.297007098,0.16406526,0.423774203,0.970011141,0.188588665,0.163968153,0.377493806
656,0.101880484,0.59161359,0.635204463,0.296920445,0.163209828,0.423149077,0.969530297,0.187231855,0.163006279,0.375726934
656.5,0.102352255,0.591298248,0.634718474,0.296806382,0.162406403,0.422436376,0.969233749,0.185873077,0.162071546,0.373925666
657,0.102771065,0.591059508,0.634360367,0.296701707,0.161627884,0.421734685,0.968856759,0.184634042,0.161198017,0.372273658
657.5,0.103203374,0.590737334,0.633969314,0.29658865,0.160882588,0.42103882,0.968448698,0.183404515,0.160333771,0.37061491
658,0.103640217,0.590411816,0.633601103,0.296500712,0.160129473,0.420353999,0.968027535,0.182183286,0.159466882,0.368955222
658.5,0.104079795,0.590124169,0.633251808,0.296427118,0.159365707,0.419675305,0.96765614,0.180954911,0.158596843,0.367305071
659,0.104529792,0.589865878,0.632857759,0.296316024,0.15862476,0.418988753,0.967421428,0.179692042,0.157732459,0.365672343
659.5,0.105003671,0.589553824,0.632511447,0.296220604,0.157846273,0.418308019,0.966843386,0.178504978,0.156854588,0.363996856
660,0.105424338,0.589275036,0.6321886,0.296123582,0.157104285,0.417624818,0.966548737,0.17733208,0.156015067,0.362431329
660.5,0.105832054,0.58895914,0.631844083,0.29603298,0.156383879,0.416967178,0.966179781,0.176161631,0.155184903,0.360852084
661,0.106230285,0.588639965,0.631504575,0.295956794,0.155653923,0.416318576,0.965766016,0.175001564,0.154354627,0.359236764
661.5,0.10660159,0.588389368,0.631226546,0.29589655,0.154889872,0.415647488,0.965504478,0.173868773,0.153527656,0.357629055
662,0.106918866,0.588106357,0.630982953,0.295799833,0.154203429,0.415010179,0.965171561,0.172767677,0.152726714,0.356156048
662.5,0.107209535,0.587812276,0.63067321,0.295713315,0.153510467,0.414454148,0.964866242,0.171692084,0.151979142,0.354641458
663,0.107456266,0.58751772,0.6304224,0.295644113,0.152822873,0.413929522,0.964489207,0.170627134,0.151227514,0.353144404
663.5,0.10765146,0.587220459,0.630190423,0.295558507,0.152143553,0.413417829,0.964153875,0.169565695,0.150463817,0.351686572
664,0.1077947,0.586927722,0.629912648,0.29543178,0.151475529,0.412916113,0.963949319,0.168507537,0.149700269,0.350272973
664.5,0.107890271,0.586703392,0.629632664,0.295326628,0.150835848,0.412453953,0.963597743,0.167474073,0.148971896,0.348893329
665,0.107947568,0.58645531,0.629355687,0.295220429,0.150201252,0.411979398,0.963307541,0.16650436,0.148259993,0.347524892
665.5,0.107947686,0.586206711,0.629106654,0.295139691,0.149584212,0.411545335,0.963091794,0.165533509,0.147534997,0.346168433
666,0.107920131,0.585937911,0.628858562,0.295057187,0.148971411,0.411142616,0.962844211,0.164560419,0.146793478,0.344817945
666.5,0.107879193,0.585663864,0.628599136,0.294961381,0.148364677,0.410747612,0.962540354,0.163595409,0.146055654,0.343482031
667,0.107784954,0.585489712,0.628366949,0.294894018,0.147809288,0.410328262,0.962377803,0.1626536,0.145384737,0.342205412
667.5,0.107662077,0.585296978,0.628181604,0.294841134,0.147229922,0.410020678,0.962169101,0.161717802,0.144744495,0.340947905
668,0.107521419,0.585064214,0.627929079,0.294755342,0.146652093,0.409678948,0.961887519,0.160772518,0.144105489,0.339692011
668.5,0.107359767,0.58483405,0.627679045,0.294669988,0.146101459,0.409340212,0.961623232,0.15982594,0.143475796,0.338430507
669,0.107193747,0.584619882,0.627455259,0.294593183,0.145567438,0.409016648,0.961414527,0.158880812,0.142863552,0.337173415
669.5,0.107062549,0.584394791,0.627212342,0.294496813,0.144997553,0.408677248,0.961225906,0.157931727,0.142273903,0.335949731
670,0.106872808,0.584216711,0.627049431,0.294433553,0.144475119,0.40836447,0.961012917,0.157021161,0.141718346,0.334735306
670.5,0.106690485,0.584006728,0.626856681,0.294351098,0.143909172,0.408049218,0.960795858,0.156101262,0.141145475,0.333522893
671,0.106519912,0.583764976,0.62664661,0.294262664,0.143374572,0.407744972,0.960629931,0.155200746,0.14058219,0.332330273
671.5,0.106350948,0.583536362,0.626457565,0.294175787,0.142888297,0.407434251,0.960495497,0.154350684,0.140046137,0.33117017
672,0.106166465,0.583382357,0.626332123,0.294094674,0.142424165,0.407085806,0.960325645,0.153570687,0.139542249,0.330048306
672.5,0.105988883,0.583184696,0.626146317,0.294037857,0.141948153,0.406769564,0.960129536,0.152729286,0.13900744,0.328937862
673,0.105843976,0.582949754,0.625953928,0.293931262,0.141421926,0.406453527,0.959933836,0.15191183,0.138453283,0.327783514
673.5,0.105670837,0.582746824,0.625741825,0.293889622,0.140937299,0.406101332,0.959791654,0.151100337,0.137846974,0.326665643
674,0.105488747,0.582563605,0.625490443,0.293870462,0.140466366,0.405735754,0.959656091,0.150317044,0.137212437,0.325566303
674.5,0.105332448,0.582370636,0.62518962,0.293799192,0.139958665,0.405397924,0.959462807,0.149581166,0.136585715,0.324445055
675,0.105149702,0.582221646,0.624886328,0.293762877,0.139496668,0.405102808,0.959265717,0.148815333,0.13594151,0.323349773
675.5,0.10499141,0.582011472,0.624610357,0.293714008,0.139051816,0.404734226,0.959062227,0.148026262,0.135354314,0.32219572
676,0.104857533,0.581795611,0.624290793,0.29360537,0.138566033,0.4044363,0.958931548,0.147224118,0.134758163,0.321062116
676.5,0.104732709,0.581564551,0.623956579,0.293492038,0.138069237,0.404152563,0.958800975,0.146402406,0.134157107,0.319945484
677,0.104599337,0.581337081,0.623627396,0.293426029,0.137589763,0.403826705,0.958623642,0.145574645,0.13355374,0.318835698
677.5,0.104443868,0.581249988,0.623235425,0.293390237,0.137098546,0.403520876,0.958516823,0.144819447,0.132905429,0.317753422
678,0.104315476,0.581015648,0.622942373,0.29332067,0.136682829,0.403293022,0.95839354,0.1440419,0.132289915,0.316652453
678.5,0.104194256,0.580795215,0.622585816,0.293250611,0.136255663,0.403027906,0.958267181,0.143259264,0.131702485,0.315569732
679,0.104076184,0.580604963,0.622205499,0.293170743,0.135804461,0.402771838,0.958164118,0.142487102,0.131126877,0.314499387
679.5,0.103962055,0.580425469,0.621839231,0.293096769,0.135341188,0.402536552,0.958070171,0.141724668,0.130561709,0.31343629
680,0.103858188,0.580203594,0.621491429,0.293087731,0.13490428,0.402258039,0.957908144,0.140946577,0.130031081,0.312383115
680.5,0.103772909,0.580037755,0.621156717,0.292955869,0.134466799,0.402072281,0.957649271,0.140112456,0.129439734,0.311296524
681,0.103685656,0.57978877,0.620796919,0.292897909,0.134019963,0.4018508,0.957472158,0.139344004,0.128858422,0.310242528
681.5,0.103594222,0.579559409,0.620485409,0.292853692,0.133575331,0.401626319,0.957375599,0.13857984,0.128267369,0.309159185
682,0.103496128,0.579366487,0.620206324,0.292796892,0.133146172,0.401408452,0.9572972,0.137805583,0.127682143,0.308059536
