Wavelength(nm),Baseline,Boro125,Boro25,Boro5,Malico125,Malico25,Malico5,Tarta125,Tarta25,Tarta5
390.5,0.117686362,0.65962641,0.771281162,0.270391548,0.542669449,0.887993903,0.837090777,0.906571124,0.854967037,1.459539148
391,0.117644431,0.658390379,0.77009046,0.27043259,0.541962523,0.887087297,0.836318833,0.905287553,0.85374192,1.456052468
391.5,0.117542628,0.657765805,0.76901848,0.270408249,0.541578668,0.886031321,0.835640409,0.903658912,0.852166796,1.452693851
392,0.117419934,0.656732474,0.767724736,0.27033145,0.540608413,0.885482097,0.83508644,0.902919262,0.850361811,1.449496109
392.5,0.117375686,0.655950532,0.766746044,0.270331079,0.539670456,0.884237207,0.833887032,0.901285739,0.849269429,1.446422119
393,0.11720472,0.654895188,0.765975544,0.270275504,0.539032292,0.883458537,0.833181997,0.899214713,0.848440691,1.443487248
393.5,0.117050901,0.653709786,0.765003487,0.270258911,0.538365818,0.882531633,0.832730562,0.897499407,0.847632931,1.440574454
394,0.11704225,0.652663949,0.763584402,0.270335819,0.537453595,0.88091399,0.832042401,0.896407915,0.846577146,1.437624143
394.5,0.116990912,0.651960346,0.762254233,0.270254322,0.536922273,0.879628746,0.830805279,0.894118068,0.844750797,1.434889729
395,0.116812751,0.651263717,0.761897284,0.270367293,0.535997097,0.878132878,0.830728553,0.893148624,0.843570561,1.432168444
395.5,0.116638352,0.650207847,0.760871818,0.270192447,0.535328236,0.877320894,0.830386702,0.892109095,0.842109963,1.429250044
396,0.116540447,0.649148641,0.759734712,0.270031309,0.534696113,0.876702788,0.829637981,0.890985101,0.84103403,1.426214073
396.5,0.116503067,0.648388786,0.758873572,0.270096293,0.533961867,0.875736088,0.828607134,0.889989082,0.840472321,1.423303523
397,0.11633195,0.647917888,0.757674694,0.270185903,0.533413861,0.874148101,0.827626288,0.889462884,0.838932691,1.421049224
397.5,0.116286836,0.646593711,0.75660657,0.270019051,0.532344807,0.872972769,0.826485953,0.887618891,0.836852291,1.418896219
398,0.116092219,0.645961607,0.756115944,0.27009713,0.531944229,0.872331436,0.826486788,0.885860138,0.836209823,1.418739521
398.5,0.115972783,0.645308814,0.75541074,0.270094771,0.531513809,0.871645794,0.8265567,0.884965445,0.835343682,1.416926311
399,0.116003174,0.644316652,0.754257401,0.269898507,0.530680466,0.870708086,0.826082316,0.884610523,0.833676539,1.412884781
399.5,0.115998513,0.64343924,0.753334429,0.269772995,0.529712466,0.869908608,0.825333864,0.882968278,0.832519104,1.410934342
400,0.11574786,0.641157744,0.75005478,0.269401178,0.527847479,0.864649084,0.822122469,0.878564979,0.829123554,1.396148321
400.5,0.115714578,0.639723989,0.748997696,0.269189354,0.52693351,0.86308752,0.820281283,0.876462631,0.827558709,1.389763872
401,0.115679086,0.639000398,0.748358083,0.269249982,0.526318037,0.862432489,0.819677096,0.875255328,0.826398159,1.387497448
401.5,0.115593114,0.638598116,0.747264283,0.269385478,0.525731311,0.861594545,0.819594673,0.874147596,0.825041749,1.385939736
402,0.115574617,0.637945288,0.745884159,0.26914407,0.525303021,0.861242413,0.818888826,0.873060659,0.823781276,1.383134283
402.5,0.115387294,0.636949306,0.74523356,0.269273393,0.524753634,0.859654247,0.818311101,0.872499278,0.822988079,1.382624832
403,0.115307222,0.636316142,0.74471425,0.269173388,0.524438796,0.858794597,0.817697688,0.871462469,0.822191874,1.380488482
403.5,0.115271195,0.635618898,0.74394183,0.269222354,0.523844507,0.857840048,0.817175325,0.870566289,0.821202245,1.37801082
404,0.115280094,0.634903077,0.742880085,0.269315534,0.523112539,0.856892326,0.81662376,0.869604074,0.820100569,1.376280122
404.5,0.115353088,0.634435476,0.741763443,0.269112136,0.522724638,0.856480656,0.815853398,0.868025596,0.819169846,1.375854124
405,0.11525332,0.633526285,0.741385664,0.269143761,0.522190555,0.855206705,0.815774375,0.867457143,0.819052769,1.372207618
405.5,0.115307239,0.632444819,0.740867954,0.269152617,0.521670416,0.853821425,0.814944925,0.867082233,0.818291558,1.370110178
406,0.115304756,0.631504817,0.739991735,0.269075929,0.520987089,0.852899733,0.8140951,0.866058651,0.817258093,1.368610706
406.5,0.115292395,0.630808688,0.738913968,0.268959844,0.520343899,0.852254679,0.813442877,0.864848541,0.816232998,1.36674039
407,0.115377733,0.63029282,0.737971386,0.268882379,0.519995634,0.851378667,0.81300231,0.864214824,0.815383184,1.363975277
407.5,0.115380491,0.629400353,0.737614513,0.268820961,0.51949801,0.849760704,0.812812305,0.863291391,0.81428507,1.362956636
408,0.11532348,0.629011023,0.736832377,0.268870015,0.519012888,0.849160599,0.812057948,0.86233784,0.813775252,1.361012135
408.5,0.115372672,0.628455826,0.735988619,0.268944623,0.518483948,0.848055383,0.811254031,0.86135561,0.812816442,1.359025964
409,0.115433058,0.627671444,0.735052469,0.268984393,0.517966701,0.846974323,0.810628794,0.860472989,0.811633833,1.356607617
409.5,0.115411977,0.626819075,0.734011546,0.268927757,0.517505102,0.84646432,0.81020596,0.859801062,0.810653249,1.353839991
410,0.115503449,0.626323554,0.733314057,0.268675128,0.516979607,0.845011727,0.809479716,0.859270374,0.809774056,1.354025027
410.5,0.115591756,0.625329234,0.732782473,0.268613126,0.516673852,0.844014906,0.808732361,0.857735842,0.809337746,1.351578482
411,0.115609441,0.624607568,0.731943961,0.268559626,0.516213038,0.843246789,0.80845491,0.856646768,0.808423397,1.349927875
411.5,0.115618315,0.623986996,0.731006856,0.268544831,0.515665552,0.842307819,0.808001512,0.855835973,0.807487287,1.348167049
412,0.115648562,0.623292421,0.730194321,0.268585019,0.515163412,0.841132987,0.807089722,0.855128964,0.80684669,1.345971047
412.5,0.115594649,0.622721815,0.729490278,0.268582948,0.514822805,0.840586523,0.806815842,0.855006978,0.805911869,1.346234905
413,0.115687311,0.621889127,0.728847694,0.268329677,0.514360618,0.838721207,0.805993319,0.854227679,0.805360466,1.343294112
413.5,0.115642451,0.62133301,0.728268351,0.268392633,0.513836532,0.838000771,0.805364236,0.853333822,0.804643989,1.342140896
414,0.115602306,0.62080149,0.72767568,0.268422984,0.513298378,0.837357574,0.804913241,0.852446559,0.803854746,1.341233493
414.5,0.115634812,0.620207344,0.726941127,0.268262177,0.51281102,0.836327824,0.804363058,0.851703102,0.803023863,1.339530542
415,0.115626006,0.619848033,0.725859324,0.268192568,0.512468006,0.835942314,0.803111762,0.851323089,0.801988932,1.337727788
415.5,0.115613519,0.618786531,0.725254166,0.268147523,0.511922781,0.834109109,0.802932078,0.850595793,0.80130056,1.335618636
416,0.115584868,0.618190785,0.724686448,0.268157626,0.511541523,0.833407344,0.802629891,0.849855431,0.800804671,1.333529512
416.5,0.115522732,0.617608871,0.723959338,0.268107232,0.511138613,0.832539095,0.802047978,0.849202158,0.800022098,1.332035219
417,0.115432764,0.61689422,0.723108838,0.268049315,0.510689039,0.831326274,0.80131388,0.848652734,0.799125888,1.331051179
417.5,0.115344348,0.61625005,0.722376179,0.268173869,0.510323566,0.830737863,0.800780729,0.848136839,0.798832769,1.329877726
418,0.115333028,0.615834636,0.721750854,0.26804103,0.509762365,0.830361646,0.8005387,0.84730131,0.797857439,1.328356855
418.5,0.115321873,0.615236486,0.720823352,0.267753134,0.5093512,0.829363327,0.799796313,0.846767321,0.797288349,1.327181092
419,0.115270546,0.614543217,0.720020113,0.267631638,0.508978025,0.828114838,0.799186817,0.846329368,0.796553499,1.325973183
419.5,0.115184981,0.613879766,0.71948938,0.267660232,0.508673355,0.82683388,0.79865898,0.845900698,0.795806067,1.324293886
420,0.115097235,0.613336934,0.719145339,0.267666149,0.50845157,0.825670608,0.797937969,0.845418517,0.795385878,1.322096964
420.5,0.115058172,0.612681,0.718313888,0.267547417,0.50778019,0.824840588,0.797460699,0.844587178,0.794574081,1.322003665
421,0.114937616,0.612363433,0.71764649,0.267556221,0.507663996,0.823710962,0.797147736,0.844410041,0.793839597,1.321027587
421.5,0.114806168,0.611782251,0.717171345,0.267541594,0.507436651,0.822382057,0.79659209,0.843956665,0.793437505,1.319905615
422,0.114710407,0.611075798,0.716745907,0.267485631,0.507012779,0.821226058,0.795888183,0.84324229,0.792982016,1.319240232
422.5,0.114661712,0.610464858,0.716176201,0.267393322,0.506515065,0.820469304,0.795193952,0.842539159,0.79218206,1.318880767
423,0.114589591,0.609909938,0.715237329,0.267243418,0.506267719,0.819762313,0.794501583,0.842216625,0.791433035,1.316623346
423.5,0.114518729,0.60927787,0.714725021,0.267319028,0.505866512,0.818671288,0.794051751,0.84186218,0.790954085,1.314494563
424,0.11440311,0.608864187,0.714133667,0.267261231,0.505651563,0.817584896,0.793557906,0.841527971,0.790282076,1.313155449
424.5,0.114301449,0.608204937,0.713451206,0.26718705,0.505431454,0.816434264,0.792992168,0.841081085,0.789583287,1.312240776
425,0.114235264,0.607288549,0.712813225,0.267150052,0.505121957,0.815376313,0.792332856,0.840572892,0.78902247,1.311398897
425.5,0.114160676,0.606816285,0.712490565,0.267055534,0.504856576,0.814920441,0.791537094,0.840325717,0.788675106,1.310456904
426,0.114059898,0.606460085,0.711638511,0.26701412,0.504540157,0.813785155,0.790787157,0.839876738,0.788170778,1.309603215
426.5,0.113981617,0.605895423,0.711067074,0.266928071,0.504177887,0.812790998,0.790297663,0.839236358,0.78765701,1.307955088
427,0.113917128,0.605354477,0.71056,0.266852168,0.50386068,0.811819325,0.789782958,0.838884956,0.787021939,1.307242993
427.5,0.11384872,0.604832918,0.710002196,0.266819271,0.503573311,0.81101628,0.789224322,0.83873687,0.786305242,1.307011159
428,0.113760761,0.604183009,0.709384469,0.266833012,0.503235138,0.810636217,0.788746811,0.838332222,0.785660788,1.305515401
428.5,0.113731524,0.603636499,0.708990961,0.266767882,0.50291608,0.810007897,0.787794333,0.83770031,0.785296179,1.304709981
429,0.113652453,0.603112374,0.708314611,0.266634955,0.502679864,0.808804873,0.787439044,0.837440456,0.784889852,1.304094171
429.5,0.113541887,0.602758792,0.707693336,0.26653474,0.502466213,0.807908479,0.78698559,0.837191918,0.784256071,1.302922707
430,0.11342178,0.602391807,0.707107421,0.2665133,0.502280622,0.807246263,0.786398855,0.836964149,0.783643255,1.301360987
430.5,0.113329082,0.601784543,0.706439324,0.266541891,0.502134261,0.80652525,0.785814209,0.836806024,0.783346654,1.299923361
431,0.113362916,0.601030923,0.705689545,0.266348968,0.501968232,0.80599472,0.785082652,0.836369623,0.783199539,1.299210981
431.5,0.113242336,0.600643478,0.705500268,0.266352291,0.501660145,0.805115004,0.78458256,0.835900705,0.782875586,1.29866478
432,0.113165562,0.600341014,0.705184754,0.266289013,0.501423811,0.804132908,0.784007069,0.835678324,0.782318809,1.29803631
432.5,0.113134457,0.599906733,0.704685105,0.266210077,0.501203362,0.803320433,0.783340462,0.835570735,0.781644535,1.297363488
433,0.113116501,0.599278007,0.704099352,0.266147573,0.500986018,0.802798165,0.782665212,0.835445098,0.781134807,1.296545408
433.5,0.113075521,0.598686331,0.70363057,0.265989499,0.500939978,0.802372323,0.782166022,0.835316151,0.781349535,1.295090748
434,0.113012232,0.598429542,0.70314103,0.265911393,0.500541963,0.801350438,0.781434517,0.835082493,0.780577361,1.294547139
434.5,0.112941334,0.597963544,0.702665077,0.265880274,0.50037445,0.80057867,0.780711934,0.834855449,0.780067731,1.293511917
435,0.11284955,0.597544576,0.702124384,0.265854221,0.500300971,0.799911025,0.780236753,0.834803267,0.779726522,1.292708556
435.5,0.112762616,0.597172808,0.701562576,0.265775692,0.500161355,0.799243512,0.779813131,0.834815211,0.779456647,1.292322971
436,0.112739053,0.596568141,0.701152137,0.26558812,0.499836453,0.798569423,0.778855065,0.834514867,0.77923492,1.291857145
436.5,0.112577075,0.596383754,0.700986537,0.265654806,0.499888862,0.797844558,0.778601088,0.834326295,0.779280457,1.290740219
437,0.112521688,0.596094649,0.70049329,0.265562702,0.499701208,0.797116723,0.778012613,0.83434982,0.778861768,1.290102054
437.5,0.112513001,0.595575569,0.699902063,0.265456535,0.499512502,0.796541816,0.777269664,0.834390316,0.778504911,1.289630184
438,0.112483489,0.59502455,0.699468133,0.265418701,0.499343213,0.796011915,0.776503214,0.83429919,0.778237828,1.289218927
438.5,0.112388355,0.59472884,0.69934243,0.265459496,0.499133981,0.795328172,0.775826397,0.834049001,0.777880819,1.288850881
439,0.112375804,0.594353301,0.698841263,0.265317062,0.499115897,0.794671727,0.775428452,0.834304497,0.777726398,1.288347382
439.5,0.112242528,0.593993749,0.698441467,0.265325792,0.499133246,0.793966728,0.774782711,0.834130277,0.777486351,1.288028679
440,0.112196449,0.593739211,0.697937046,0.265241032,0.499012442,0.793182423,0.774074113,0.834100984,0.777493981,1.287113064
440.5,0.112185105,0.593411184,0.697468046,0.265110842,0.498873331,0.792481785,0.77333582,0.83414121,0.777541762,1.286186511
441,0.112122226,0.592886992,0.697185795,0.26503453,0.49883004,0.792001582,0.772587714,0.834170775,0.777401996,1.285866473
441.5,0.112025238,0.592430508,0.697007873,0.26503769,0.498738046,0.791651985,0.771921527,0.834629906,0.777222697,1.28577306
442,0.11201242,0.592046967,0.69643517,0.264946956,0.498711668,0.79086067,0.771464703,0.834488476,0.777073298,1.284788055
442.5,0.111982288,0.59165366,0.696020478,0.264903723,0.498738369,0.790208189,0.770660165,0.834449102,0.776961503,1.28430195
443,0.111933192,0.591351093,0.695660198,0.264831516,0.498708768,0.789574311,0.769910847,0.834610653,0.776786878,1.284054966
443.5,0.111856802,0.591127554,0.695303042,0.264714102,0.498619253,0.788955096,0.769342975,0.834913146,0.776601494,1.283833135
444,0.11171898,0.590776771,0.695084446,0.264660556,0.498640803,0.788632991,0.768505221,0.835159131,0.776701115,1.283772031
444.5,0.111701338,0.590375032,0.694691426,0.264573344,0.498604023,0.788060742,0.767854074,0.835253268,0.776612091,1.283443519
445,0.111666034,0.590156704,0.6943434,0.264482908,0.498587902,0.78728709,0.76709526,0.835652995,0.776610304,1.283021294
445.5,0.111636126,0.589815539,0.693986555,0.26434962,0.498646672,0.786661859,0.766344086,0.83592305,0.776608719,1.282687356
446,0.111597988,0.589388547,0.693573602,0.264238452,0.498707849,0.78619007,0.765693253,0.835985099,0.77661403,1.282455198
446.5,0.111513378,0.589145734,0.693092856,0.264268911,0.498626565,0.78562097,0.765165615,0.836076909,0.776712988,1.282202133
447,0.111426664,0.588632,0.692895084,0.264165416,0.498639593,0.785129818,0.764173916,0.836608125,0.777013005,1.2818451
447.5,0.111352205,0.588402516,0.692673347,0.264030779,0.498809419,0.784719443,0.763498777,0.837143586,0.777049737,1.28198082
448,0.111296127,0.588237929,0.692450238,0.263905519,0.498842746,0.784048463,0.762848277,0.837560418,0.777187069,1.281359828
448.5,0.111230557,0.58803597,0.692149284,0.263846108,0.498883003,0.783346745,0.762129763,0.83799246,0.777378753,1.280816787
449,0.111130449,0.587765983,0.691706278,0.263868594,0.499119949,0.782952952,0.761339399,0.838587605,0.777478689,1.281392758
449.5,0.111051513,0.587528621,0.691299031,0.26376166,0.499108399,0.782621201,0.760520614,0.839054405,0.777656202,1.281036541
450,0.110963575,0.587100124,0.691262639,0.26364554,0.49913784,0.782304883,0.759592863,0.839499473,0.777746667,1.281041954
450.5,0.11086823,0.586833624,0.69104361,0.263549895,0.499279692,0.781814531,0.75896919,0.840060361,0.778101805,1.281173142
451,0.110813431,0.586679517,0.690760528,0.2634988,0.499499194,0.781277665,0.758334419,0.840656189,0.778426868,1.281049508
451.5,0.110835917,0.586524561,0.690545538,0.263472334,0.499727871,0.780834674,0.757441652,0.841189736,0.778513535,1.280635033
452,0.11093007,0.586182569,0.690152623,0.263221659,0.499762155,0.780565233,0.756733342,0.841567806,0.778903462,1.281657881
452.5,0.110934461,0.585892606,0.689834352,0.263181405,0.499946559,0.779913659,0.755961091,0.842392674,0.778999396,1.281205212
453,0.110944513,0.585691675,0.689638564,0.26308868,0.500151605,0.779495148,0.75518247,0.84319121,0.779241303,1.281251399
453.5,0.110966801,0.585538955,0.689508059,0.262948697,0.500331957,0.779223223,0.754407958,0.843899088,0.779707675,1.281840783
454,0.110965557,0.585337709,0.689309377,0.262904126,0.500468677,0.778623901,0.753628258,0.844635976,0.780315449,1.282048623
454.5,0.110982051,0.585150443,0.689123208,0.262806717,0.500729683,0.778461827,0.752812631,0.845113405,0.780573711,1.28243109
455,0.111010295,0.584990165,0.689021235,0.262731771,0.501046903,0.778192634,0.751888205,0.845894538,0.781181171,1.282849793
455.5,0.111051645,0.58480497,0.688834006,0.262661957,0.501363186,0.778001585,0.751055343,0.84672953,0.781850053,1.283089082
456,0.111091362,0.584576104,0.688510419,0.262594787,0.501662644,0.777928248,0.750409801,0.847490561,0.782361424,1.283093054
456.5,0.111044242,0.584399507,0.688421682,0.262592029,0.502076318,0.777434405,0.749708665,0.848508188,0.782700223,1.283351056
457,0.111094423,0.584291545,0.688198832,0.2625117,0.502379428,0.777368235,0.748611937,0.84954992,0.783529936,1.284251253
457.5,0.111193108,0.584073273,0.688083304,0.262372209,0.502556686,0.777235321,0.747680382,0.850490658,0.784166604,1.284991583
458,0.11127514,0.583863118,0.688030652,0.262222802,0.502785129,0.776999998,0.746918138,0.851444432,0.784623045,1.285572366
458.5,0.111256654,0.583905471,0.687886632,0.262134827,0.503342688,0.776779559,0.746132146,0.852628815,0.785161641,1.286271993
459,0.111373607,0.58390359,0.687830981,0.262009925,0.503760594,0.77669277,0.745273721,0.85337859,0.785973064,1.286590557
459.5,0.111454493,0.583777467,0.687667069,0.261946373,0.504150435,0.776673422,0.744447887,0.854357841,0.786794795,1.287048099
460,0.111515957,0.583639874,0.687511519,0.261875472,0.504556095,0.776532279,0.743661811,0.85542507,0.787606618,1.287633464
460.5,0.111578292,0.583554514,0.687419628,0.261772906,0.504997398,0.77623074,0.742864153,0.856542689,0.788410579,1.288420352
461,0.111683467,0.583501344,0.687327566,0.261712264,0.505448216,0.776078811,0.741816502,0.857935481,0.789267541,1.289785804
461.5,0.111821891,0.583395739,0.687148594,0.261689861,0.50581037,0.776247447,0.740985755,0.859113444,0.790336877,1.290422026
462,0.111903,0.58336912,0.687195839,0.261552363,0.506335095,0.776297175,0.740173561,0.860298709,0.791501427,1.29136294
462.5,0.111972141,0.583357934,0.687321666,0.261388603,0.506948221,0.776314311,0.739356797,0.86154605,0.79258786,1.292369649
463,0.112107369,0.583252566,0.687259056,0.261352234,0.507489844,0.776504432,0.738543428,0.862875019,0.793410025,1.29291103
463.5,0.11215449,0.58329353,0.687295781,0.261345341,0.508055915,0.776425693,0.737524013,0.864279106,0.794533593,1.294036426
464,0.112244032,0.583276336,0.687176263,0.261249244,0.508606153,0.776469094,0.736784971,0.865666254,0.795762064,1.294996253
464.5,0.112356047,0.583265772,0.687148439,0.261121676,0.509178033,0.776711651,0.735970327,0.867095381,0.796998879,1.296230409
465,0.112471645,0.583304108,0.687269167,0.26100555,0.50978721,0.777041198,0.734983973,0.86858535,0.798183424,1.29785672
465.5,0.112561665,0.583425001,0.687305345,0.260946547,0.51042367,0.77694368,0.734113961,0.8701009,0.799275155,1.299528666
466,0.112678168,0.583498449,0.68727786,0.260826305,0.511071814,0.777417887,0.733426525,0.871423485,0.800592781,1.301115403
466.5,0.112722199,0.583604156,0.687294344,0.260840408,0.511742707,0.777713373,0.732594088,0.873054492,0.801983596,1.302490776
467,0.112764291,0.583650267,0.687421056,0.260850252,0.512468253,0.777887155,0.73173943,0.874823183,0.803389651,1.303842733
467.5,0.112891946,0.583559216,0.687681669,0.260686591,0.513264068,0.778138495,0.731012926,0.876467495,0.804787076,1.305408112
468,0.112997466,0.583670454,0.68778791,0.260581097,0.513975706,0.778536165,0.730043305,0.878185141,0.806339514,1.307076988
468.5,0.113047224,0.583976689,0.687949806,0.260561231,0.51491396,0.778911115,0.729201465,0.880304626,0.808154307,1.308894296
469,0.113130951,0.584092837,0.688077774,0.26045138,0.515826094,0.779422902,0.728230523,0.882244605,0.809771956,1.310714666
469.5,0.113189679,0.584227867,0.688246422,0.260337759,0.516662374,0.779901105,0.727279316,0.884186253,0.811349374,1.312870574
470,0.113199271,0.584508186,0.688483424,0.26028196,0.517463362,0.780301351,0.726451428,0.88628841,0.813105829,1.31536553
470.5,0.113251138,0.584697569,0.688673604,0.260206684,0.518365242,0.780929015,0.725622834,0.888402047,0.815153139,1.317444331
471,0.11325783,0.584909503,0.688863896,0.260131236,0.51941471,0.781626366,0.724854191,0.890372157,0.816921768,1.320141377
471.5,0.113250062,0.585184078,0.689223187,0.260064328,0.520422409,0.782306837,0.724044167,0.892628391,0.818728173,1.322267468
472,0.113265307,0.58545766,0.689554483,0.259987586,0.5214731,0.782986216,0.723180008,0.894892775,0.82061493,1.324483959
472.5,0.113284564,0.585731541,0.689772854,0.25992009,0.522559148,0.783632302,0.722307875,0.897082607,0.822595084,1.327010682
473,0.113252798,0.586042597,0.689928737,0.259897854,0.523621862,0.784210921,0.721501829,0.89929487,0.824669916,1.329694826
473.5,0.113167155,0.586279279,0.690421239,0.25985824,0.52482806,0.785007399,0.720722616,0.901749011,0.82693255,1.332523297
474,0.113137129,0.58661734,0.69076413,0.259782345,0.525927801,0.785849378,0.719921739,0.904427452,0.829148657,1.33577892
474.5,0.113099663,0.586946502,0.691087042,0.259676357,0.52711135,0.786729465,0.719157703,0.906977422,0.831532833,1.33898629
475,0.113049234,0.58728223,0.691463188,0.259597224,0.52836137,0.787672181,0.718381032,0.909448543,0.834026676,1.34202866
475.5,0.112985544,0.587689521,0.691903288,0.259571588,0.529625311,0.78869939,0.717575118,0.912009349,0.836548416,1.344985793
476,0.112878469,0.588277025,0.692293494,0.259507497,0.530917209,0.789810239,0.716893065,0.914845091,0.839171027,1.348192278
476.5,0.112789203,0.588703036,0.692702101,0.259476611,0.532261201,0.790936477,0.716132155,0.917985199,0.841994781,1.35250361
477,0.112658607,0.589186984,0.693361325,0.259483371,0.533777222,0.792155332,0.715488388,0.920978441,0.844868318,1.356452474
477.5,0.112569897,0.589638284,0.69387504,0.25943296,0.535278077,0.793472643,0.714804816,0.923960549,0.847778631,1.360241196
478,0.112524419,0.59005971,0.694237809,0.259334172,0.536711358,0.794851668,0.714073422,0.927028584,0.850749919,1.363992237
478.5,0.112433212,0.590562789,0.694855342,0.259304857,0.538193297,0.796232477,0.713446433,0.930208526,0.853840887,1.367703054
479,0.112281234,0.591111041,0.695453889,0.259391048,0.539908973,0.797794145,0.71272985,0.933866418,0.857254952,1.372916783
479.5,0.112148845,0.591707549,0.696152141,0.259395351,0.541486328,0.799292212,0.711979156,0.93716986,0.860803854,1.377955526
480,0.112042516,0.592333126,0.696792113,0.259369729,0.543130316,0.800960204,0.71135158,0.940587056,0.864204703,1.382632123
480.5,0.11193156,0.592966515,0.697422717,0.259367923,0.544926028,0.80282396,0.710792565,0.944272616,0.867666794,1.387331006
481,0.111791281,0.59359387,0.698133238,0.259407477,0.546865026,0.804815169,0.710216139,0.948210229,0.871514608,1.392540076
481.5,0.111679712,0.594235746,0.698844344,0.259360397,0.548783734,0.806856918,0.709763769,0.952254848,0.875781474,1.398284721
482,0.111592388,0.594973215,0.699516255,0.259411854,0.550600572,0.809030587,0.70909865,0.956278766,0.879870072,1.404048288
482.5,0.111472705,0.595731885,0.700269782,0.259488225,0.552636668,0.811293689,0.708535655,0.960438402,0.883916853,1.409527566
483,0.111357979,0.596438203,0.701011493,0.259553157,0.554713086,0.813527056,0.708077238,0.964712706,0.888091084,1.415128448
483.5,0.111241547,0.597145469,0.701756087,0.259598003,0.556774827,0.815819722,0.707716085,0.969099301,0.892516655,1.421475889
484,0.1110404,0.598076414,0.702704511,0.259648867,0.559036294,0.818555558,0.707485702,0.973653564,0.897230277,1.429278863
484.5,0.110954423,0.598801886,0.703505467,0.259787391,0.561274668,0.821280847,0.707072328,0.978023166,0.901740799,1.434884034
485,0.110867068,0.599574119,0.704427014,0.259852285,0.563424566,0.823964327,0.706701908,0.982820009,0.906646749,1.441832516
485.5,0.110760047,0.600377806,0.705291157,0.259972566,0.565726616,0.826702654,0.706372539,0.987595983,0.911542611,1.449019325
486,0.110648252,0.601210572,0.706089534,0.260125503,0.56816696,0.829529225,0.706106978,0.992400224,0.916515765,1.456409263
486.5,0.110570761,0.602080295,0.706951091,0.260173312,0.570533569,0.832432066,0.705944672,0.99765428,0.922022223,1.464750882
487,0.110433639,0.603044267,0.708055062,0.260312445,0.573015761,0.835699415,0.70584956,1.002724375,0.927454685,1.472175948
487.5,0.11028861,0.604049472,0.709133373,0.260504852,0.575645391,0.839181949,0.705800539,1.007886978,0.93285474,1.480222495
488,0.110157129,0.605024609,0.710100085,0.260691186,0.578277718,0.84271609,0.705859067,1.013291893,0.938520237,1.488864516
488.5,0.110062303,0.605974418,0.711010371,0.260848588,0.5809512,0.846278021,0.705939216,1.018920781,0.944494746,1.497925344
489,0.110023676,0.606962146,0.712027882,0.260985145,0.583833727,0.849945105,0.70585598,1.024626691,0.950621443,1.507108841
489.5,0.109895745,0.608044967,0.713208942,0.261230716,0.586750498,0.853707865,0.706043417,1.03052734,0.956772996,1.516757964
490,0.109817913,0.609012859,0.714212374,0.261409838,0.589579915,0.857731049,0.706286344,1.036168484,0.963138439,1.526540038
490.5,0.109707772,0.610004984,0.715413425,0.261660299,0.592450155,0.8619844,0.706577631,1.041944625,0.969681452,1.536488098
491,0.109574987,0.611066331,0.716747227,0.261986126,0.595390461,0.866433034,0.70690297,1.047983454,0.976427211,1.546652009
491.5,0.109491912,0.612173156,0.717847712,0.262295593,0.598361975,0.871028101,0.707246447,1.054207688,0.983426646,1.55708611
492,0.109407135,0.613246771,0.718939366,0.262542071,0.601415829,0.87559426,0.707744958,1.060124404,0.99029815,1.567710102
492.5,0.109296088,0.614333491,0.720080751,0.262893599,0.604531188,0.880268161,0.708268911,1.066285649,0.997590135,1.578080928
493,0.10920692,0.615436409,0.721244066,0.26319611,0.607686617,0.885078275,0.708857815,1.072546033,1.00510459,1.588911423
493.5,0.109138511,0.616544825,0.722462154,0.263492223,0.610865254,0.890152587,0.70950394,1.078953094,1.012678649,1.60029635
494,0.109057235,0.617637444,0.723800548,0.263942326,0.614057389,0.895664593,0.710171985,1.085660332,1.020188443,1.611946453
494.5,0.108972288,0.618679272,0.725097914,0.264226109,0.617400207,0.901235126,0.710999926,1.09220613,1.028170554,1.624817911
495,0.108957831,0.619766301,0.726319417,0.264544522,0.620582614,0.906694151,0.711767885,1.099023487,1.036114606,1.637237983
495.5,0.108900671,0.620948237,0.727534114,0.264942689,0.623894178,0.912525568,0.71261816,1.105753328,1.044141945,1.649400201
496,0.108791294,0.622172813,0.728783366,0.265385522,0.627395692,0.918627095,0.713593994,1.112378424,1.052310892,1.662042728
496.5,0.108685195,0.623326827,0.730092474,0.265792859,0.630988188,0.924540102,0.714668022,1.119096591,1.060632079,1.676068338
497,0.108564569,0.624492992,0.731518012,0.266309884,0.634387366,0.930614496,0.715724738,1.125932109,1.069025125,1.687816901
497.5,0.108521502,0.625535802,0.732800819,0.26671994,0.637721134,0.93670122,0.716817266,1.132524475,1.077181336,1.700755606
498,0.108471812,0.626563436,0.734080741,0.267109227,0.641070775,0.94293451,0.717994901,1.139143651,1.085311173,1.714706329
498.5,0.10840679,0.627607792,0.735398274,0.267517672,0.644461381,0.9494323,0.71921828,1.145879705,1.093603256,1.728723019
499,0.108360673,0.62866202,0.736728277,0.26795876,0.647884188,0.956276299,0.720399074,1.152714374,1.102217531,1.741535053
499.5,0.108310666,0.62984638,0.73791402,0.268445987,0.651342691,0.963139588,0.721639526,1.159642448,1.110931194,1.75599255
500,0.108217962,0.63097291,0.73932974,0.268891859,0.654869272,0.969807898,0.722977353,1.166398729,1.119521814,1.770903062
500.5,0.108179307,0.632009823,0.740688474,0.2693174,0.658283154,0.976765442,0.724360662,1.173010412,1.128167549,1.784918423
